道路编号,设备编号,设备名称,部门编码,部门名称,坐标,启用时间,x坐标,y坐标
3.00042E+11,4.205E+19,高速-G59呼北高速渔洋关收费站入口,4.205E+11,宜昌支队高速公路管理二大队,"111.11793,30.184642",2019/12/5,111.11793,30.184642
6.00032E+11,4.20503E+19,伍家-东山大道十五中站西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.31993,30.67539",2019/1/1,111.31993,30.67539
6.00022E+11,4.20503E+19,伍家-夷陵大道白沙路口东向西卡口,4.20503E+11,宜昌支队伍家大队,"111.35616,30.64405",2018/12/1,111.35616,30.64405
6.00022E+11,4.20503E+19,伍家-夷陵大道王家河路口东向西卡口,4.20503E+11,宜昌支队伍家大队,"111.34168,30.65299",2018/12/1,111.34168,30.65299
6.00022E+11,4.20503E+19,伍家-夷陵大道王家河路口西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.34135,30.65348",2018/12/1,111.34135,30.65348
6.00022E+11,4.20503E+19,伍家-夷陵大道王家河路口南向北卡口,4.20503E+11,宜昌支队伍家大队,"111.34131,30.65312",2018/12/1,111.34131,30.65312
6.00022E+11,4.20503E+19,伍家-夷陵大道王家河路口北向南卡口,4.20503E+11,宜昌支队伍家大队,"111.34169,30.65341",2018/12/1,111.34169,30.65341
6.00012E+11,4.20503E+19,伍家-沿江大道王家河路段西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.3392,30.65187",2018/12/1,111.3392,30.65187
6.00012E+11,4.20503E+19,伍家-沿江大道王家河路段北向南卡口,4.20503E+11,宜昌支队伍家大队,"111.33964,30.65192",2018/12/1,111.33964,30.65192
7.00042E+11,4.20503E+19,伍家-八一路沈家店路口西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.366161,30.639981",2018/12/1,111.366161,30.639981
6.00152E+11,4.20503E+19,伍家-东艳路宜化新天地卡口北向南,4.20503E+11,宜昌支队伍家大队,"111.35019,30.65772",2014/3/21,111.35019,30.65772
6.00012E+11,4.20503E+19,伍家-沿江大道王家河卡口(测速)东向西,4.20503E+11,宜昌支队伍家大队,"111.33812,30.65305",2014/3/13,111.33812,30.65305
6.00032E+11,4.20503E+19,伍家-东山大道东艳路口西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.34897,30.64745",2015/7/27,111.34897,30.64745
6.05092E+11,4.20505E+19,V亭-正大路金岭路北向南卡口,4.20505E+11,宜昌支队V亭大队,"111.43192,30.52919",2019/11/25,111.43192,30.52919
6.00341E+11,4.20503E+19,西陵-东山四路锦江大道口南向北卡口,4.20502E+11,宜昌支队西陵大队,"111.33242,30.73892",2020/5/19,111.33242,30.73892
7.01701E+11,4.205E+19,高新-百灵路汉宜二路口东向西,4.205E+11,宜昌支队高新区大队,"111.41095,30.65758",2019/11/26,111.41095,30.65758
7.01701E+11,4.205E+19,高新-百灵路汉宜二路口南向北,4.205E+11,宜昌支队高新区大队,"111.41094,30.65746",2019/11/26,111.41094,30.65746
7.01701E+11,4.205E+19,高新-百灵路汉宜二路口北向南(未接入),4.205E+11,宜昌支队高新区大队,"111.41094,30.65746",2019/11/26,111.41094,30.65746
7.01701E+11,4.205E+19,高新-百灵路花艳一路口西向东,4.205E+11,宜昌支队高新区大队,"111.41075,30.65519",2019/11/26,111.41075,30.65519
7.01701E+11,4.205E+19,高新-百灵路花艳一路口南向北,4.205E+11,宜昌支队高新区大队,"111.41086,30.65527",2019/11/26,111.41086,30.65527
7.01701E+11,4.205E+19,高新-百灵路花艳一路口南向北卡口,4.205E+11,宜昌支队高新区大队,"111.41086,30.65527",2019/11/26,111.41086,30.65527
6.90451E+11,4.205E+19,高新-花溪路花艳一路口东向西,4.205E+11,宜昌支队高新区大队,"111.39846,30.65781",2019/11/26,111.39846,30.65781
6.90451E+11,4.205E+19,高新-花溪路花艳一路口南向北,4.205E+11,宜昌支队高新区大队,"111.39827,30.65775",2019/11/26,111.39827,30.65775
6.90451E+11,4.205E+19,高新-花溪路花艳一路口北向南,4.205E+11,宜昌支队高新区大队,"111.39831,30.65791",2019/11/26,111.39831,30.65791
6.00322E+11,4.205E+19,高新-青岛路港城路口东向西,4.205E+11,宜昌支队高新区大队,"111.32517,30.68894",2019/11/26,111.32517,30.68894
6.00322E+11,4.205E+19,高新-青岛路港城路口西向东,4.205E+11,宜昌支队高新区大队,"111.32485,30.68896",2019/11/26,111.32485,30.68896
6.00322E+11,4.205E+19,高新-青岛路港城路口北向南(未接入),4.205E+11,宜昌支队高新区大队,"111.32501,30.68907",2019/11/26,111.32501,30.68907
6.00352E+11,4.20502E+19,坝区-朱家湾检查站入口北向南,4.20502E+11,宜昌支队三峡坝区大队,"111.06983,30.84405",2018/11/1,111.06983,30.84405
6.00352E+11,4.20502E+19,坝区-朱家湾检查站出口南向北,4.20502E+11,宜昌支队三峡坝区大队,"111.06983,30.84405",2018/11/1,111.06983,30.84405
6.00352E+11,4.20502E+19,坝区-陈家冲检查站出口南向北,4.20502E+11,宜昌支队三峡坝区大队,"111.0406,30.84018",2014/5/16,111.0406,30.84018
6.00352E+11,4.20502E+19,坝区-陈家冲检查站入口北向南,4.20502E+11,宜昌支队三峡坝区大队,"111.0406,30.84018",2014/5/16,111.0406,30.84018
6.00362E+11,4.20502E+19,坝区-岱狮检查站入口东向西,4.20502E+11,宜昌支队三峡坝区大队,"111.06635,30.82842",2018/11/24,111.06635,30.82842
6.00362E+11,4.20502E+19,坝区-岱狮检查站出口西向东,4.20502E+11,宜昌支队三峡坝区大队,"111.06635,30.82842",2018/11/24,111.06635,30.82842
6.00372E+11,4.20502E+19,坝区-大象溪检查站入口东向西,4.20502E+11,宜昌支队三峡坝区大队,"111.06288,30.84462",2018/11/24,111.06288,30.84462
6.00372E+11,4.20502E+19,坝区-大象溪检查站出口西向东,4.20502E+11,宜昌支队三峡坝区大队,"111.06288,30.84462",2018/11/24,111.06288,30.84462
7.02051E+11,4.20502E+19,坝区-八河口检查站入口北向南,4.20502E+11,宜昌支队三峡坝区大队,"111.06966,30.844",2018/11/1,111.06966,30.844
7.02051E+11,4.20502E+19,坝区-八河口检查站出口南向北,4.20502E+11,宜昌支队三峡坝区大队,"111.06966,30.844",2018/11/24,111.06966,30.844
9.00021E+11,4.20502E+19,坝区-副坝检查站入口南向北,4.20502E+11,宜昌支队三峡坝区大队,"111.04521,30.83411",2018/11/24,111.04521,30.83411
9.00021E+11,4.20502E+19,坝区-副坝检查站出口北向南,4.20502E+11,宜昌支队三峡坝区大队,"111.04521,30.83411",2018/11/24,111.04521,30.83411
7.02041E+11,4.20502E+19,坝区-高家溪检查站入口南向北(装修施工),4.20502E+11,宜昌支队三峡坝区大队,"111.02376,30.80596",2018/11/24,111.02376,30.80596
7.02041E+11,4.20502E+19,坝区-高家溪检查站出口北向南(装修施工),4.20502E+11,宜昌支队三峡坝区大队,"111.02376,30.80596",2018/11/24,111.02376,30.80596
5.00019E+11,4.20502E+19,坝区-下岸溪检查站(宜坝出口)由东向西,4.20502E+11,宜昌支队三峡坝区大队,"111.11486,30.85302",2019/9/1,111.11486,30.85302
5.00019E+11,4.20502E+19,坝区-下岸溪检查站(宜坝入口)由东向西,4.20502E+11,宜昌支队三峡坝区大队,"111.11453,30.85308",2019/9/3,111.11453,30.85308
5.00019E+11,4.20502E+19,坝区-下岸溪检查站(坝宜入口)由西向东,4.20502E+11,宜昌支队三峡坝区大队,"111.11507,30.8532",2019/9/3,111.11507,30.8532
6.00012E+11,4.20503E+19,伍家-沿江大道王家河路口西向东,4.20503E+11,宜昌支队伍家大队,"111.33931,30.65175",2018/12/1,111.33931,30.65175
6.00341E+11,4.20503E+19,西陵-东山四路锦江大道口南向北,f40e813ad9364cf891bb595f7fbe6c7d,测试,"111.33249,30.73895",2020/5/25,111.33249,30.73895
6.00032E+11,4.20503E+19,伍家-东山大道港窑路南向北卡口,f40e813ad9364cf891bb595f7fbe6c7d,测试,"111.31469,30.68103",2020/5/25,111.31469,30.68103
6.00032E+11,4.20503E+19,伍家-东山大道港窑路西向东卡口,f40e813ad9364cf891bb595f7fbe6c7d,测试,"111.3146,30.6809",2020/5/25,111.3146,30.6809
6.00032E+11,4.20503E+19,伍家-东山大道王家河站西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.31993,30.67539",2019/1/1,111.31993,30.67539
6.00032E+11,4.20503E+19,伍家-东山大道十五中站东向西卡口,4.20503E+11,宜昌支队伍家大队,"111.31993,30.67539",2019/1/1,111.31993,30.67539
6.00022E+11,4.20503E+19,伍家-夷陵大道白沙路口西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.35616,30.64405",2018/12/1,111.35616,30.64405
6.00022E+11,4.20503E+19,伍家-夷陵大道白沙路口北向南卡口,4.20503E+11,宜昌支队伍家大队,"111.35642,30.64427",2018/12/1,111.35642,30.64427
6.00012E+11,4.20503E+19,伍家-沿江大道王家河路段东向西卡口,4.20503E+11,宜昌支队伍家大队,"111.33965,30.65158",2018/12/1,111.33965,30.65158
6.00152E+11,4.20503E+19,伍家-东艳路宜化新天地卡口南向北,4.20503E+11,宜昌支队伍家大队,"111.35019,30.65772",2014/3/21,111.35019,30.65772
6.00012E+11,4.20503E+19,伍家-沿江大道王家河卡口(测速)西向东,4.20503E+11,宜昌支队伍家大队,"111.33812,30.65305",2014/3/13,111.33812,30.65305
6.00042E+11,4.20503E+19,伍家-城东大道中南路口西向东,4.20503E+11,宜昌支队伍家大队,"111.33116,30.67718",2018/12/1,111.33116,30.67718
6.00042E+11,4.20503E+19,伍家-城东大道东站路口西向东,4.20503E+11,宜昌支队伍家大队,"111.37834,30.65551",2018/12/1,111.37834,30.65551
6.00042E+11,4.20503E+19,伍家-城东大道桔城路口东向西,4.20503E+11,宜昌支队伍家大队,"111.36912,30.65669",2015/7/27,111.36912,30.65669
7.00971E+11,4.20503E+19,伍家-中南路岳湾路口东向西,4.20503E+11,宜昌支队伍家大队,"111.33419,30.68486",2017/1/16,111.33419,30.68486
7.00961E+11,4.20503E+19,伍家-松林路岳湾路口东向西,4.20503E+11,宜昌支队伍家大队,"111.34022,30.68405",2017/1/16,111.34022,30.68405
7.00961E+11,4.20503E+19,伍家-松林路岳湾路口西向东,4.20503E+11,宜昌支队伍家大队,"111.34022,30.68405",2017/1/16,111.34022,30.68405
6.00042E+11,4.20503E+19,伍家-城东大道中南路口南向北,4.20503E+11,宜昌支队伍家大队,"111.3316,30.67734",2018/12/1,111.3316,30.67734
6.00042E+11,4.20503E+19,伍家-城东大道中南路口北向南,4.20503E+11,宜昌支队伍家大队,"111.3316,30.67734",2018/12/1,111.3316,30.67734
6.00042E+11,4.20503E+19,伍家-城东大道东艳路口南向北,4.20503E+11,宜昌支队伍家大队,"111.3543,30.6641",2018/12/1,111.3543,30.6641
6.00042E+11,4.20503E+19,伍家-城东大道东艳路口北向南,4.20503E+11,宜昌支队伍家大队,"111.3543,30.6641",2018/12/1,111.3543,30.6641
6.00042E+11,4.20503E+19,伍家-城东大道合益路口南向北,4.20503E+11,宜昌支队伍家大队,"111.3446,30.671",2018/12/1,111.3446,30.671
6.00042E+11,4.20503E+19,伍家-城东大道合益路口北向南,4.20503E+11,宜昌支队伍家大队,"111.3446,30.671",2018/12/1,111.3446,30.671
6.00042E+11,4.20503E+19,伍家-城东大道桔城路口南向北,4.20503E+11,宜昌支队伍家大队,"111.3693,30.6568",2015/7/27,111.3693,30.6568
6.00042E+11,4.20503E+19,伍家-城东大道同强路口南向北,4.20503E+11,宜昌支队伍家大队,"111.3668,30.6584",2018/12/1,111.3668,30.6584
6.00042E+11,4.20503E+19,伍家-城东大道同强路口北向南,4.20503E+11,宜昌支队伍家大队,"111.3668,30.6584",2018/12/1,111.3668,30.6584
7.00971E+11,4.20503E+19,伍家-中南路岳湾路口南向北,4.20503E+11,宜昌支队伍家大队,"111.3339,30.6847",2017/1/16,111.3339,30.6847
7.00971E+11,4.20503E+19,伍家-中南路岳湾路口北向南,4.20503E+11,宜昌支队伍家大队,"111.3339,30.6847",2017/1/16,111.3339,30.6847
7.00961E+11,4.20503E+19,伍家-松林路岳湾路口南向北,4.20503E+11,宜昌支队伍家大队,"111.3399,30.6841",2017/1/16,111.3399,30.6841
7.00961E+11,4.20503E+19,伍家-松林路岳湾路口北向南,4.20503E+11,宜昌支队伍家大队,"111.3399,30.6841",2017/1/16,111.3399,30.6841
7.00069E+11,4.20503E+19,伍家-东站路东艳路口东向西,4.20503E+11,宜昌支队伍家大队,"111.3814,30.66285",2015/5/12,111.3814,30.66285
7.00069E+11,4.20503E+19,伍家-东站路东艳路口西向东,4.20503E+11,宜昌支队伍家大队,"111.3814,30.66285",2015/5/12,111.3814,30.66285
7.00069E+11,4.20503E+19,伍家-东站路东艳路口南向北,4.20503E+11,宜昌支队伍家大队,"111.38118,30.66289",2015/5/12,111.38118,30.66289
7.00069E+11,4.20503E+19,伍家-东站路东艳路口北向南,4.20503E+11,宜昌支队伍家大队,"111.38118,30.66289",2015/5/12,111.38118,30.66289
6.00042E+11,4.20503E+19,伍家-城东大道东站路口南向北,4.20503E+11,宜昌支队伍家大队,"111.37179,30.657772",2018/12/1,111.37179,30.657772
6.00042E+11,4.20503E+19,伍家-城东大道东站路口北向南,4.20503E+11,宜昌支队伍家大队,"111.37179,30.657772",2018/12/1,111.37179,30.657772
6.00042E+11,4.20503E+19,伍家-城东大道合益路口西向东卡口,4.20503E+11,宜昌支队伍家大队,"111.34455,30.67114",2018/12/1,111.34455,30.67114
6.00042E+11,4.20503E+19,伍家-城东大道东艳路口北向南卡口,4.20503E+11,宜昌支队伍家大队,"111.3543,30.6641",2018/12/1,111.3543,30.6641
6.00042E+11,4.20503E+19,伍家-城东大道安琪卡口(测速)东向西,4.20503E+11,宜昌支队伍家大队,"111.34885,30.66876",2014/3/14,111.34885,30.66876
6.04012E+11,4.20504E+19,点军-江南大道五龙路口西向东,4.20504E+11,宜昌支队点军大队,"111.28452,30.67453",2016/9/21,111.28452,30.67453
5.00031E+11,4.20504E+19,点军-点军大道江南大道口西向东,4.20504E+11,宜昌支队点军大队,"111.25923,30.7139",2017/1/9,111.25923,30.7139
5.00031E+11,4.20504E+19,点军-点军大道辅道老年大学路段北向南,4.20504E+11,宜昌支队点军大队,"111.24352,30.71323",2019/8/1,111.24352,30.71323
6.00991E+11,4.20504E+19,西陵-至喜长江大桥桥面进城,4.20502E+11,宜昌支队西陵大队,"111.26384,30.71337",2017/5/1,111.26384,30.71337
6.0401E+11,4.20504E+19,点军-紫阳大道三岔路口东向西卡口,4.20504E+11,宜昌支队点军大队,"111.26662,30.73763",2019/12/25,111.26662,30.73763
6.0401E+11,4.20504E+19,点军-江南大道和达利厂西向东卡口,4.20504E+11,宜昌支队点军大队,"111.25866,30.70894",2017/1/1,111.25866,30.70894
6.04052E+11,4.20504E+19,点军-五龙大道(测速)北向南卡口,4.20504E+11,宜昌支队点军大队,"111.26372,30.67207",2016/3/14,111.26372,30.67207
6.04022E+11,4.20504E+19,点军-夷桥路磁电子厂(测速)南向北卡口,4.20504E+11,宜昌支队点军大队,"111.2761,30.66431",2019/12/25,111.2761,30.66431
6.05112E+11,4.20505E+19,V亭-V亭大道先锋路口东向西,4.20505E+11,宜昌支队V亭大队,"111.42892,30.54547",2014/3/14,111.42892,30.54547
6.05102E+11,4.20505E+19,V亭-金V路金岭路口西向东,4.20505E+11,宜昌支队V亭大队,"111.42876,30.53414",2019/1/1,111.42876,30.53414
6.05042E+11,4.20505E+19,V亭-V亭大道民主路口西向东,4.20505E+11,宜昌支队V亭大队,"111.43198,30.54337",2016/10/20,111.43198,30.54337
6.05042E+11,4.20505E+19,V亭-V亭大道正大路口南向北,4.20505E+11,宜昌支队V亭大队,"111.4398,30.53264",2015/7/27,111.4398,30.53264
6.05102E+11,4.20505E+19,V亭-金V路金岭路口南向北,4.20505E+11,宜昌支队V亭大队,"111.42881,30.53375",2015/11/3,111.42881,30.53375
6.05042E+11,4.20505E+19,V亭-V亭大道南玻路口南向北,4.20505E+11,宜昌支队V亭大队,"111.44972,30.50883",2019/11/25,111.44972,30.50883
6.05032E+11,4.20505E+19,V亭-金岭路亚元路口北向南,4.20505E+11,宜昌支队V亭大队,"111.43435,30.52464",2017/3/23,111.43435,30.52464
6.90366E+11,4.20505E+19,V亭-张家湾路七里冲路口北向南,4.20505E+11,宜昌支队V亭大队,"111.46054,30.55703",2017/4/14,111.46054,30.55703
6.05062E+11,4.20505E+19,V亭-金岭路南玻路口北向南,4.20505E+11,宜昌支队V亭大队,"111.44516,30.50704",2019/11/25,111.44516,30.50704
6.05092E+11,4.20505E+19,V亭-金岭路正大路口南向北,4.20505E+11,宜昌支队V亭大队,"111.43142,30.52896",2019/11/25,111.43142,30.52896
6.05032E+11,4.20505E+19,V亭-金岭路民主路口南向北,4.20505E+11,宜昌支队V亭大队,"111.42667,30.53768",2020/4/28,111.42667,30.53768
6.05032E+11,4.20505E+19,V亭-金岭路迎宾大道路口西向东,4.20505E+11,宜昌支队V亭大队,"111.4365,30.52023",2017/10/23,111.4365,30.52023
6.05042E+11,4.20505E+19,V亭-V亭大道迎宾大道口北向南,4.20505E+11,宜昌支队V亭大队,"111.44429,30.52336",2019/11/25,111.44429,30.52336
7.05032E+11,4.20505E+19,V亭-民主路鸡山路口西向东,4.20505E+11,宜昌支队V亭大队,"111.44907,30.55622",2020/4/28,111.44907,30.55622
6.90336E+11,4.20505E+19,V亭-民主路先锋一路口南向北,4.20505E+11,宜昌支队V亭大队,"111.44218,30.55117",2019/11/25,111.44218,30.55117
6.90366E+11,4.20505E+19,V亭-民主路张家湾路口西向东,4.20505E+11,宜昌支队V亭大队,"111.4571,30.56104",2019/11/25,111.4571,30.56104
6.90366E+11,4.20505E+19,V亭-先锋路张家湾路口东向西,4.20505E+11,宜昌支队V亭大队,"111.45272,30.56658",2018/4/28,111.45272,30.56658
6.90356E+11,4.20505E+19,V亭-先锋路鸡山路口东向西,4.20505E+11,宜昌支队V亭大队,"111.44397,30.56264",2019/11/25,111.44397,30.56264
6.90336E+11,4.20505E+19,V亭-先锋路先锋一路口东向西,4.20505E+11,宜昌支队V亭大队,"111.43674,30.55673",2019/11/26,111.43674,30.55673
6.00912E+11,4.205E+19,白洋-318国道裴太路口南向北,4.205E+11,宜昌支队高新区大队,"111.5306,30.4277",2016/4/12,111.5306,30.4277
6.90229E+11,4.205E+19,高新-福海路财政局门口西向东,4.205E+11,宜昌支队高新区大队,"111.31365,30.70598",2020/4/28,111.31365,30.70598
6.00341E+11,4.20503E+19,西陵-东山四路朝阳路口西向东卡口,4.20502E+11,宜昌支队西陵大队,"111.32739,30.74905",2020/5/18,111.32739,30.74905
7.00241E+11,4.205E+19,高新-桔乡路东站路口东向西,4.205E+11,宜昌支队高新区大队,"111.38491,30.67138",2016/11/4,111.38491,30.67138
7.00241E+11,4.205E+19,高新-桔乡路花溪路口西向东,4.205E+11,宜昌支队高新区大队,"111.40118,30.66462",2016/11/4,111.40118,30.66462
7.00241E+11,4.205E+19,高新-桔乡路百灵路口东向西(道路施工),4.205E+11,宜昌支队高新区大队,"111.41105,30.66271",2016/11/4,111.41105,30.66271
7.00241E+11,4.205E+19,高新-桔乡路百灵路口西向东,4.205E+11,宜昌支队高新区大队,"111.41105,30.66271",2016/11/4,111.41105,30.66271
6.00322E+11,4.205E+19,高新-青岛路大连路口西向东,4.205E+11,宜昌支队高新区大队,"111.3216,30.7001",2017/1/12,111.3216,30.7001
6.00312E+11,4.205E+19,高新-城东大道大连路口南向北,4.205E+11,宜昌支队高新区大队,"111.31787,30.69923",2018/12/1,111.31787,30.69923
6.00112E+11,4.205E+19,高新-城东大道港窑路口南向北,4.205E+11,宜昌支队高新区大队,"111.31906,30.68845",2018/12/1,111.31906,30.68845
6.00112E+11,4.205E+19,高新-城东大道港窑路口北向南,4.205E+11,宜昌支队高新区大队,"111.31906,30.68845",2018/12/1,111.31906,30.68845
6.00232E+11,4.205E+19,高新-发展大道石板铺路口北向南,4.205E+11,宜昌支队高新区大队,"111.3484,30.74004",2019/11/25,111.3484,30.74004
6.00232E+11,4.205E+19,高新-发展大道城东大道口南向北,4.205E+11,宜昌支队高新区大队,"111.31578,30.70541",2018/12/1,111.31578,30.70541
6.00232E+11,4.205E+19,高新-发展大道城东大道口北向南,4.205E+11,宜昌支队高新区大队,"111.31578,30.70541",2018/12/1,111.31578,30.70541
6.00232E+11,4.205E+19,高新-发展大道汕头路口南向北,4.205E+11,宜昌支队高新区大队,"111.32638,30.71455",2018/12/1,111.32638,30.71455
6.00232E+11,4.205E+19,高新-发展大道汕头路口北向南,4.205E+11,宜昌支队高新区大队,"111.32659,30.71476",2018/12/1,111.32659,30.71476
6.00922E+11,4.205E+19,白洋-田家河大道梅子溪路口北向南,4.205E+11,宜昌支队高新区大队,"111.56784,30.37998",2016/4/12,111.56784,30.37998
6.00932E+11,4.205E+19,白洋-田家河大道马家铺路口南向北(道路施工),4.205E+11,宜昌支队高新区大队,"111.56772,30.35504",2016/4/12,111.56772,30.35504
6.00922E+11,4.205E+19,白洋-S225省道梅子溪路口北向南,4.205E+11,宜昌支队高新区大队,"111.56475,30.37897",2016/4/12,111.56475,30.37897
6.05052E+11,4.20505E+19,V亭-机场路民主路口东向西,4.20505E+11,宜昌支队V亭大队,"111.46767,30.56758",2018/11/1,111.46767,30.56758
6.05042E+11,4.20505E+19,V亭-V亭大道正大路口东向西卡口,4.20505E+11,宜昌支队V亭大队,"111.44025,30.5324",2015/7/27,111.44025,30.5324
6.05112E+11,4.20505E+19,V亭-V亭大道先锋路口北向南卡口,4.20505E+11,宜昌支队V亭大队,"111.42889,30.54618",2015/7/27,111.42889,30.54618
7.05032E+11,4.20505E+19,V亭-民主路鸡山路口北向南卡口,4.20505E+11,宜昌支队V亭大队,"111.44942,30.55614",2020/4/28,111.44942,30.55614
6.90336E+11,4.20505E+19,V亭-民主路先锋一路口北向南卡口,4.20505E+11,宜昌支队V亭大队,"111.44267,30.55159",2019/11/26,111.44267,30.55159
6.90366E+11,4.20505E+19,V亭-先锋路张家湾路口北向南卡口,4.20505E+11,宜昌支队V亭大队,"111.45288,30.56699",2019/4/28,111.45288,30.56699
6.90356E+11,4.20505E+19,V亭-先锋路鸡山路口北向南卡口,4.20505E+11,宜昌支队V亭大队,"111.44408,30.5631",2019/11/26,111.44408,30.5631
6.90336E+11,4.20505E+19,V亭-先锋路先锋一路口北向南卡口,4.20505E+11,宜昌支队V亭大队,"111.43682,30.55748",2019/11/26,111.43682,30.55748
6.05052E+11,4.20505E+19,V亭-机场路民主路口南向北卡口,4.20505E+11,宜昌支队V亭大队,"111.46767,30.56758",2018/11/1,111.46767,30.56758
6.05042E+11,4.20505E+19,V亭-宜化路段卡口(测速)西向东,4.20505E+11,宜昌支队V亭大队,"111.44509,30.52092",2014/3/14,111.44509,30.52092
6.0406E+11,4.20506E+19,夷陵-土门大桥卡口东向西,f40e813ad9364cf891bb595f7fbe6c7d,测试,"111.4515,30.67981",2015/10/19,111.4515,30.67981
6.00932E+11,4.205E+19,白洋-田家河大道马家铺路口西向东(道路施工),4.205E+11,宜昌支队高新区大队,"111.56796,30.35533",2016/4/12,111.56796,30.35533
6.00922E+11,4.205E+19,白洋-S225省道梅子溪路口西向东,4.205E+11,宜昌支队高新区大队,"111.56601,30.3791",2016/4/12,111.56601,30.3791
6.00902E+11,4.205E+19,白洋-新民路裴太路口西向东,4.205E+11,宜昌支队高新区大队,"111.52875,30.42468",2016/4/12,111.52875,30.42468
7.00241E+11,4.205E+19,高新-桔乡路东站路口南向北,4.205E+11,宜昌支队高新区大队,"111.38468,30.67101",2016/11/4,111.38468,30.67101
6.00222E+11,4.20502E+19,西陵-西陵二路体育场路西向东卡口,4.20502E+11,宜昌支队西陵大队,"111.29959,30.71021",2020/5/7,111.29959,30.71021
